P_cname,data_type,p_affliation,p_description,p_eduction,p_gender,p_id,p_image,p_interest,p_languages,p_location,p_name,p_profession,p_specialties,s_add_post,s_add_state,s_add_street,s_add_suburb,s_address,s_afterhours,s_bulkbilled,s_clinic_name,s_description,s_id,s_mobile,s_opening_hours,s_phone,s_specialties,s_website
,Practitioner,,,,Female,67760,https://healthengine.imgix.net/photos/doctors/doc67760-20170911073507.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Sports Medicine",,"281a High Street, Ashburton, VIC 3147",Ms Ann   Zhu,Female Practitioner,Chinese Medicine,3147,VIC,281a High Street,Ashburton,281a High Street,,,Ashburton Natural Clinic,,65747,,"<dl>
                        <dt>Monday:</dt>
                <dd>01:00pm - 05:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>01:30pm - 05:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>08:00am - 04:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>01:00pm - 05:00pm</dd>
                                <dt>Friday:</dt>
                <dd>01:00pm - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 05:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9886 9188,,
,Practitioner,,,,Male,45199,https://healthengine.imgix.net/photos/doctors/doc45199-20140716030748.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"195 Park Street, South Melbourne, VIC 3205",Dr Samuel Zheng,Male Practitioner,Chinese Medicine,3205,VIC,195 Park Street,South Melbourne,195 Park Street,,,Professor Zheng's Clinics of Chinese Medicine,,56266,,,(03) 9682 3715,,
,Practitioner,,,,Male,37678,https://healthengine.imgix.net/photos/doctors/doc37678-20140417045503.png?auto=compress&ixlib=php-2.1.0&or=0,,,"31 Wantirna Road, Ringwood, VIC 3134", Richard Zeng,Male Practitioner,"Acupuncture, Chinese Medicine",3134,VIC,31 Wantirna Road,Ringwood,31 Wantirna Road,,,Almond Wellness Centre,,56027,,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 03:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>11:00am - 02:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 8802 1519,,
,Practitioner,,,,Female,37691,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"373 Clarendon St, South Melbourne, VIC 3205", Jing Jing Yu,Female Practitioner,Chinese Medicine,3205,VIC,373 Clarendon St,South Melbourne,373 Clarendon St,,,Natural Wellness Chinese Medicine,,41528,,,0435 783 471,,
,Practitioner,,,,Female,60297,https://healthengine.imgix.net/photos/doctors/doc60297-20160930090036.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Anxiety, Autoimmune Diseases, Chinese Medicine, Chronic Infection, Chronic Pain, Depression, Digestive Conditions, Fertility & Infertility, Hormonal Conditions, Infection, Lung Issues, Skin Treatment, Stress Management, Women's Health",,"Ground Floor / 69 York Street, South Melbourne, VIC 3205",Dr Jing Jing Yu,Female Practitioner,Chinese Medicine,3205,VIC,Ground Floor / 69 York Street,South Melbourne,Ground Floor / 69 York Street,,,Sustain Health | Acupuncture & Traditional Chinese Medicine,,42334,,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 03:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",1300 432 639,,
,Practitioner,,,,,67772,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"281a High Street, Ashburton, VIC 3147",Mr Richard Yates,,Chinese Medicine,3147,VIC,281a High Street,Ashburton,281a High Street,,,Ashburton Natural Clinic,,65747,,"<dl>
                        <dt>Monday:</dt>
                <dd>01:00pm - 05:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>01:30pm - 05:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>08:00am - 04:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>01:00pm - 05:00pm</dd>
                                <dt>Friday:</dt>
                <dd>01:00pm - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 05:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9886 9188,,
,Practitioner,,,,Female,40822,https://healthengine.imgix.net/photos/doctors/doc40822-20150629030945.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Anxiety, Cancer Support (Clients And Carers), Chinese Herbal Medicine, Chinese Medicine, Depression, Endometriosis, General Health & Wellbeing, Insomnia, Lifestyle Medicine, Menopause, Migraine, Pain, Sciatica",,"3 / 79 Wheatley Drive, Bull Creek, WA 6149", Kim Zhang,Female Practitioner,Chinese Medicine,6149,WA,3 / 79 Wheatley Drive,Bull Creek,3 / 79 Wheatley Drive,,,TCM Health Care,,60714,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">Closed</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9332 9925,,
,Practitioner,,,,Male,51854,https://healthengine.imgix.net/photos/doctors/doc51854-20150629014946.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Chinese Herbal Medicine, Chinese Medicine, Immune Deficiency, Internal Medicine, Men's Health, Pain, Stress Management",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", David Yang,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,Male,40815,https://healthengine.imgix.net/photos/doctors/doc40815.png?auto=compress&ixlib=php-2.1.0&or=0,"Acute Pain Management, Anxiety, Cancer Support (Clients And Carers), Chinese Herbal Medicine, Chinese Medicine, Chronic Disorders, Depression, Digestive Conditions, Fertility & Infertility, Headaches, Migraine, Musculoskeletal Pain, Neurological Health, Pain, Stress Management",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Benny Yang,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,Female,38263,https://healthengine.imgix.net/photos/doctors/doc38263.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"4 / 2 Codrington Street, Cranbourne, VIC 3977", Linda Wilson,Female Practitioner,Chinese Medicine,3977,VIC,4 / 2 Codrington Street,Cranbourne,4 / 2 Codrington Street,,,Cranbourne Family Chiropractic,,42036,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 08:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 12:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">Closed</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 5998 4554,,
,Practitioner,"Australian Acupuncture and Chinese Medicine Association, Federation of Chinese Medicine and Acupuncture Societies","<div class=""description-content practitioner-description"">
    				<h2>Overview</h2>
					<div class=""description-content"">
											<p>Ping is the founder of Ping Ming Health and a senior practitioner who has practiced for over 30 years. She studied at the Capital Medical University of Traditional Chinese Medicine in Beijing (5 years), following which she lectured at university and practiced at the Beijing Hospital of Traditional Chinese Medicine. Ping is also a former lecturer of Chinese medicine at the Perth Academy of Natural Therapies (15 years). Ping is experienced with all general health complaints, women’s health and fertility or pregnancy problems. She shares the care, respect and love she has for her patients and profession through her ongoing mentoring of Chinese medicine students and practitioners.</p>
<p>In recent years, Ping has helped several hundred couples to have a child and set up their families. Ping has successfully treated infertility conditions such as polycystic ovarian syndrome, endometriosis, frequent miscarriages, unsuccessful IVF, even helping women to fall pregnant up to the age of 47 years. Her extensive clinical and teaching experience makes Ping Ming Health one of Australia’s most trusted clinics for Chinese medicine care. She is a member of the Australian Acupuncture and Chinese Medicine Association (AACMA) and Federation of Chinese Medicine &amp; Acupuncture Societies of Australia (FCMA).</p>										</div>
					<a href=""javascript:;"" class=""more-area-btn"">Read more</a>
													<p>Dr Ping Wang is a female Acupuncturist and Chinese Medicine Practitioner in Yokine, WA who speaks English and Mandarin.</p>
								</div>",,Female,30169,https://healthengine.imgix.net/photos/doctors/doc30169.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Chinese Medicine, Cupping Therapy, Endometriosis, Fertility & Infertility, Infertility, Polycystic Ovarian Syndrome, Women's Health","English, Mandarin","Suite 4 / 162 Wanneroo Road, Yokine, WA 6060",Dr Ping Wang,Female Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,Male,30256,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 6, Level 11 / 530 Little Collins Street, Melbourne, VIC 3000",Dr Hui Wang,Male Practitioner,Chinese Medicine,3000,VIC,"Suite 6, Level 11 / 530 Little Collins Street",Melbourne,Exchange Tower,,,Multicure Chinese Medicine Clinic,,33445,,,(03) 9858 4558,,
,Practitioner,,,,Male,37744,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,"Acupuncture, Chinese Massage (Tui Na), Cupping Therapy, Moxibustion",,"Suite 127 / 55 Flemington Road, North Melbourne, VIC 3051", Chong Chun Wang,Male Practitioner,Chinese Medicine,3051,VIC,Suite 127 / 55 Flemington Road,North Melbourne,Chelsea House,,,Naturecare Chinese Medicine Clinic,,41595,,,(03) 9600 9226,,
,Practitioner,,,,Female,78691,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,"English, Chinese","61 Glenferrie Road, Malvern, VIC 3144",Mrs Doris Chang,Female Practitioner,Massage,3144,VIC,61 Glenferrie Road,Malvern,61 Glenferrie Road,,,Green Element Wellness,,69618,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:30am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:30am - 02:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9943 9933,,https://www.Greenelementwellness.com.au
,Practitioner,,,,Female,38513,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 2, / 33 Bayswater Road, Potts Point, NSW 2011", Kellie Wood,Female Practitioner,Chinese Medicine,2011,NSW,"Level 2, / 33 Bayswater Road",Potts Point,"Level 2, / 33 Bayswater Road",,,Chirosports Kings Cross,,38154,,,(02) 8354 1534,,
,Practitioner,Australian Natural Therapists Associations,"<div class=""description-content practitioner-description"">
    				<h2>Overview</h2>
					<div class=""description-content"">
											<p><span>Ivan holds a Bachelor Degree of Traditional Chinese Medicine from Chengdu University of TCM in China and a diploma of Remedial Massage from the Australian College of Massage Ivan has over 6 years clinical experience working as a hospital physician in Sichuan Province Hospital of Traditional Chinese Medicine in China, where he attended a big IVF support program and published several relevant papers. When Ivan is practicing in Perth, he integrates his vast professional knowledge and practical experience to delivery high level healthcare and the best possible outcomes for all clients.</span></p>
<p><span>Ivan is a member of ANTA as well as a registered member of the Chinese Medicine Board of Australia. He is also teaching in Endeavor College of Natural Health.</span></p>										</div>
					<a href=""javascript:;"" class=""more-area-btn"">Read more</a>
													<p> Ivan Qiu is a male Acupuncturist and Chinese Medicine Practitioner in Yokine, WA.</p>
								</div>",,Male,42268,https://healthengine.imgix.net/photos/doctors/doc42268-20150924052509.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Emotional problem, General Health & Wellbeing, Headaches, Insomnia, Men's Health, Musculoskeletal Pain, Remedial Massage",English,"2 / 434 Cambridge Street, Floreat, WA 6014", Ivan Qiu,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,2 / 434 Cambridge Street,Yokine,2 / 434 Cambridge Street,,,acu8 Health Fertility and Healing Centre,,60505,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9387 3389,,www.acu8.com.au
,Practitioner,,,,,37832,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 1 / 725 George Street, Sydney, NSW 2000", Zhen Zhuang Wei,,Chinese Medicine,2000,NSW,Level 1 / 725 George Street,Sydney,Level 1 / 725 George Street,,,Beijing Tong Ren Tang,,41685,,,(02) 9280 1133,,
,Practitioner,,,,Male,37679,https://healthengine.imgix.net/photos/doctors/doc37679-20150407233800.PNG?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Chinese Medicine, Cupping, Fertility & Infertility, IVF & Fertility Support, Laser Acupuncture, Pain, Respiratory Problem, Weight Loss",,"74 Mackie Road, Bentleigh East, VIC 3165",Dr Albert Tsai,Male Practitioner,Chinese Medicine,3165,VIC,74 Mackie Road,Bentleigh East,74 Mackie Road,,,Meridian Medical Centre,,57211,,,1300 886 668,,
,Practitioner,,,,,37685,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 2A, Level 12 / 20 Collins Street, Melbourne, VIC 3000", Benji Trenkner,,Chinese Medicine,3000,VIC,"Suite 2A, Level 12 / 20 Collins Street",Melbourne,"Suite 2A, Level 12 / 20 Collins Street",,,Dr Benji Trenkner Chinese Medicine Practitioner,,41524,,,0433 089 383,,
,Practitioner,,,,Female,37741,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 3 / 193 Lennox St, Richmond, VIC 3121", Natasja Sproat,Female Practitioner,Chinese Medicine,3121,VIC,Suite 3 / 193 Lennox St,Richmond,Suite 3 / 193 Lennox St,,,Discover Chinese Medicine,,41593,,,(03) 9013 1777,,
,Practitioner,,,,Male,45322,https://healthengine.imgix.net/photos/doctors/doc45322-20140725034622.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"25 Victoria Parade, Collingwood, VIC 3066",Dr Jeffrey Segal,Male Practitioner,"Acupuncture, Chinese Medicine",3066,VIC,25 Victoria Parade,Collingwood,25 Victoria Parade,,,Facing East Chinese Medicine,,56298,,,(03) 9041 8110,,
,Practitioner,,,,Female,44051,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"1 Winston Street, Maidstone, VIC 3012",Ms Tseu (Sue) Shaw,Female Practitioner,Chinese Medicine,3012,VIC,1 Winston Street,Maidstone,1 Winston Street,,,Maidstone Chinese Medicine,,55833,,,0412 120 595,,
,Practitioner,,,,,37764,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"224 Bay Street, Port Melbourne, VIC 3207", Suzette Salloum,,Chinese Medicine,3207,VIC,224 Bay Street,Port Melbourne,224 Bay Street,,,Albert Park Traditional Chinese Medicine,,41609,,,0419 992 996,,
,Practitioner,,,,Female,37676,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"24 Ascot Vale Road, Flemington, VIC 3031", Silvia Russo,Female Practitioner,Chinese Medicine,3031,VIC,24 Ascot Vale Road,Flemington,24 Ascot Vale Road,,,Chi Temple Natural Therapies,,41517,0425 818 966,,(03) 9376 4666,,
,Practitioner,,,,,37752,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"720 North Road, Ormond, VIC 3204", Zhen Ye Rong,,Chinese Medicine,3204,VIC,720 North Road,Ormond,720 North Road,,,101 Hair Care Clinic,,41605,,,(03) 9578 7788,,
,Practitioner,Australian Natural Therapists Associations,"<div class=""description-content practitioner-description"">
    				<h2>Overview</h2>
					<div class=""description-content"">
											<p><span>Ivan holds a Bachelor Degree of Traditional Chinese Medicine from Chengdu University of TCM in China and a diploma of Remedial Massage from the Australian College of Massage Ivan has over 6 years clinical experience working as a hospital physician in Sichuan Province Hospital of Traditional Chinese Medicine in China, where he attended a big IVF support program and published several relevant papers. When Ivan is practicing in Perth, he integrates his vast professional knowledge and practical experience to delivery high level healthcare and the best possible outcomes for all clients.</span></p>
<p><span>Ivan is a member of ANTA as well as a registered member of the Chinese Medicine Board of Australia. He is also teaching in Endeavor College of Natural Health.</span></p>										</div>
					<a href=""javascript:;"" class=""more-area-btn"">Read more</a>
													<p> Ivan Qiu is a male Acupuncturist and Chinese Medicine Practitioner in Yokine, WA.</p>
								</div>",,Male,42268,https://healthengine.imgix.net/photos/doctors/doc42268-20150924052509.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Emotional problem, General Health & Wellbeing, Headaches, Insomnia, Men's Health, Musculoskeletal Pain, Remedial Massage",English,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Ivan Qiu,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,,57513,https://healthengine.imgix.net/photos/doctors/doc57513-20160512080927.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Medicine, Chinese Traditional Medicine, Remedial Massage",,"6 / 474 High Street, Penrith, NSW 2750",Dr Ray Ridley,,Chinese Medicine,2750,NSW,6 / 474 High Street,Penrith,6 / 474 High Street,,,Evolution Medical Care,,62057,,"<dl>
                        <dt>Monday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>07:00am - 08:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 08:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>07:00am - 08:00pm</dd>
                                <dt>Friday:</dt>
                <dd>06:00am - 08:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 12:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(02) 4709 6727,,
,Practitioner,,,,Female,30257,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"23 Gladstone Street, Moonee Ponds, VIC 3039",Dr Wei Qian,Female Practitioner,Chinese Medicine,3039,VIC,23 Gladstone Street,Moonee Ponds,23 Gladstone Street,,,Moonee Ponds Mind Body Health Centre,,33447,,,(03) 9372 0499,,
,Practitioner,,,,Male,57514,https://healthengine.imgix.net/photos/doctors/doc57514-20160512081307.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Medicine, Chinese Traditional Medicine, Remedial Massage",,"6 / 474 High Street, Penrith, NSW 2750",Dr Andrew Romano,Male Practitioner,Chinese Medicine,2750,NSW,6 / 474 High Street,Penrith,6 / 474 High Street,,,Evolution Medical Care,,62057,,"<dl>
                        <dt>Monday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>07:00am - 08:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 08:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>07:00am - 08:00pm</dd>
                                <dt>Friday:</dt>
                <dd>06:00am - 08:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 12:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(02) 4709 6727,,
,Practitioner,,,,Male,60296,https://healthengine.imgix.net/photos/doctors/doc60296-20160930085309.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Allergy, Chinese Medicine, Digestive Conditions, Emotional problem, Fatigue, Fertility & Infertility, Gynaecology, Pain",,"Ground Floor / 69 York Street, South Melbourne, VIC 3205",Dr Evan Pritchard,Male Practitioner,"Acupuncture, Chinese Medicine",3205,VIC,Ground Floor / 69 York Street,South Melbourne,Ground Floor / 69 York Street,,,Sustain Health | Acupuncture & Traditional Chinese Medicine,,42334,,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 03:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",1300 432 639,,
